Game ID,Game Rank,Game Name,Platform,Game Year,Genre,Publisher
876,876,NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts
877,877,Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts
878,878,FIFA Soccer 09,X360,2008,Sports,Electronic Arts
879,879,Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios
880,880,Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ
881,881,Alleyway,GB,1989,Puzzle,Nintendo
882,882,Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari
883,883,Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment
884,884,Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft
885,885,X-Men Legends,PS2,2004,Role-Playing,Activision
886,886,Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment
887,887,Guitar Hero: World Tour,PS3,2008,Misc,Activision
888,888,Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment
889,889,Virtua Fighter 2,SAT,1995,Fighting,Sega
890,890,Tetris DX,GB,1998,Puzzle,Nintendo
891,891,Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games
892,892,Watch Dogs,PS3,2014,Action,Ubisoft
893,893,Mario Super Sluggers,Wii,2008,Sports,Nintendo
894,894,Tomb Raider (2013),X360,2013,Action,Square Enix
895,895,The Legend of Zelda: Oracle of Ages,GB,2001,Action,Nintendo
896,896,Need for Speed: Shift,X360,2009,Racing,Electronic Arts
897,897,Monopoly,Wii,2008,Misc,Electronic Arts
898,898,Red Faction,PS2,2001,Shooter,THQ
899,899,The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts
900,900,MX Unleashed,PS2,2004,Racing,THQ
901,901,PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment
902,902,Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios
903,903,Mario Party 3,N64,2000,Misc,Nintendo
904,904,Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts
905,905,Game Party 2,Wii,2008,Misc,Midway Games
906,906,Destiny: The Taken King,PS4,2015,Shooter,Activision
907,907,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts
908,908,Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts
909,909,Max Payne 3,PS3,2012,Shooter,Take-Two Interactive
910,910,Need for Speed Rivals,PS4,2013,Racing,Electronic Arts
911,911,Madden NFL 09,PS3,2008,Sports,Electronic Arts
912,912,Yokai Watch,3DS,2013,Role-Playing,Nintendo
913,913,Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,Sony Computer Entertainment
914,914,Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,Konami Digital Entertainment
915,915,Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games
916,916,Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment
917,917,Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,Electronic Arts
918,918,WCW Nitro,PS,1998,Fighting,THQ
919,919,High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios
920,920,Star Fox Adventures,GC,2002,Adventure,Nintendo
921,921,FIFA 2000,PS,1998,Sports,Electronic Arts
922,922,Dynasty Warriors 3,PS2,2001,Action,THQ
923,923,Donkey Kong Country Returns,3DS,2013,Platform,Nintendo
924,924,The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,Nintendo
925,925,Madden NFL 06,XB,2005,Sports,Electronic Arts
926,926,Shrek 2,PS2,2004,Platform,Activision
927,927,The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment
928,928,Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment
929,929,SingStar,PS2,2004,Misc,Sony Computer Entertainment
930,930,LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment
931,931,NBA Live 2002,PS2,2001,Sports,Electronic Arts
932,932,Phineas and Ferb,DS,2009,Action,Disney Interactive Studios
933,933,Chrono Cross,PS,1999,Role-Playing,SquareSoft
934,934,GoldenEye 007 (2010),Wii,2010,Action,Activision
935,935,Mario Party: Island Tour,3DS,2013,Misc,Nintendo
936,936,Jak 3,PS2,2004,Platform,Sony Computer Entertainment
937,937,Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft
938,938,Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix
939,939,Pinball,NES,1984,Action,Nintendo
940,940,inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment
941,941,Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,Nintendo
942,942,Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games
943,943,NCAA Football 06,PS2,2005,Sports,Electronic Arts
944,944,"Hey You, Pikachu!",N64,1998,Simulation,Nintendo
945,945,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,THQ
946,946,World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision
947,947,Jet Moto,PS,1996,Racing,Sony Computer Entertainment
948,948,Just Cause 3,PS4,2015,Action,Square Enix
949,949,Secret of Mana,SNES,1993,Role-Playing,SquareSoft
950,950,The Orange Box,X360,2007,Shooter,Electronic Arts
951,951,Air Combat,PS,1995,Simulation,Sony Computer Entertainment
952,952,Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo
953,953,Sonic & Knuckles,GEN,1994,Platform,Sega
954,954,Namco Museum,PS2,2001,Misc,Namco Bandai Games
955,955,The Sims: Hot Date,PC,2001,Simulation,Electronic Arts
956,956,Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo
957,957,Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo
958,958,The Evil Within,PS4,2014,Action,Bethesda Softworks
959,959,DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment
960,960,Crazy Taxi,DC,2000,Racing,Sega
961,961,Virtua Fighter 4,PS2,2002,Fighting,Sega
962,962,Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment
963,963,Guitar Hero: World Tour,PS2,2008,Misc,Activision
964,964,Sonic Advance 2,GBA,2002,Platform,Sega
965,965,Madden NFL 07,X360,2006,Sports,Electronic Arts
966,966,NBA 2K11,PS3,2010,Action,Take-Two Interactive
967,967,NFL GameDay 2000,PS,1999,Sports,989 Studios
968,968,Call of Duty: Black Ops 3,PS3,2015,Shooter,Activision
969,969,Disney's The Lion King,SNES,1994,Platform,Virgin Interactive
970,970,Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment
971,971,Kinect Star Wars,X360,2012,Action,Microsoft Game Studios
972,972,Midnight Club II,PS2,2003,Racing,Take-Two Interactive
973,973,Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix
974,974,SpongeBob SquarePants: SuperSponge,PS,2001,Action,THQ
975,975,The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment
976,976,Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo
977,977,Just Cause 2,PS3,2010,Action,Square Enix
978,978,Dragon's Dogma,PS3,2012,Role-Playing,Capcom
979,979,The Legend of Zelda: The Wind Waker,WiiU,2013,Action,Nintendo
980,980,50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games
981,981,High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios
982,982,Wii Party U,WiiU,2013,Misc,Nintendo
983,983,Madden NFL 25,PS3,2013,Sports,Electronic Arts
984,984,Final Fantasy II,SNES,1991,Role-Playing,Square
985,985,Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo
986,986,Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios
987,987,UFC 2009 Undisputed,PS3,2009,Fighting,THQ
988,988,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo
989,989,WWF Attitude,PS,1998,Fighting,Acclaim Entertainment
990,990,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ
991,991,Golden Sun,GBA,2001,Role-Playing,Nintendo
992,992,Sonic the Hedgehog 3,GEN,1994,Platform,Sega
993,993,Kid Icarus,NES,1986,Platform,Nintendo
994,994,Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts
995,995,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft
996,996,State of Emergency,PS2,2002,Action,Take-Two Interactive
997,997,BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive
998,998,Hitman: Absolution,X360,2012,Action,Square Enix
999,999,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ
1000,1000,Call of Duty: Black Ops 3,X360,2015,Shooter,Activision
