Game ID,Game Rank,Game Name,Platform,Game Year,Genre,Publisher
472,472,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment
473,473,Star Fox,SNES,1993,Shooter,Nintendo
474,474,The Sims: Livin Large,PC,2000,Misc,Electronic Arts
475,475,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment
476,476,Devil May Cry,PS2,2001,Action,Capcom
477,477,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo
478,478,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts
479,479,The Sims 4,PC,2014,Simulation,Electronic Arts
480,480,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts
481,481,Sonic Heroes,PS2,2003,Platform,Sega
482,482,Kirby Super Star Ultra,DS,2008,Platform,Nintendo
483,483,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive
484,484,Street Fighter IV,X360,2009,Fighting,Capcom
485,485,Wave Race 64,N64,1996,Racing,Nintendo
486,486,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment
487,487,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ
488,488,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment
489,489,Pac-Man Collection,GBA,2001,Puzzle,Atari
490,490,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios
491,491,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo
492,492,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games
493,493,Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo
494,494,FIFA 14,PS4,2013,Sports,Electronic Arts
495,495,Titanfall,XOne,2014,Shooter,Electronic Arts
496,496,Sonic Mega Collection Plus,PS2,2004,Misc,Sega
497,497,Sega Superstars Tennis,X360,2008,Sports,Sega
498,498,World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment
499,499,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts
500,500,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment
501,501,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision
502,502,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment
503,503,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment
504,504,Imagine: Babyz,DS,2007,Simulation,Ubisoft
505,505,Colin McRae Rally,PS,1998,Racing,Codemasters
506,506,Call of Duty: Ghosts,XOne,2013,Shooter,Activision
507,507,Madden NFL 13,X360,2012,Sports,Electronic Arts
508,508,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft
509,509,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment
510,510,F-Zero,SNES,1990,Racing,Nintendo
511,511,Yoshi's Story,N64,1997,Platform,Nintendo
512,512,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive
513,513,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision
514,514,FIFA 16,PS3,2015,Sports,Electronic Arts
515,515,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft
516,516,BioShock,X360,2007,Shooter,Take-Two Interactive
517,517,Madden NFL 10,X360,2009,Sports,Electronic Arts
518,518,Medal of Honor,PS3,2010,Shooter,Electronic Arts
519,519,WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ
520,520,Metroid Prime,GC,2002,Shooter,Nintendo
521,521,Finding Nemo,GBA,2003,Action,THQ
522,522,Myst,PC,1994,Adventure,Red Orb
523,523,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts
524,524,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft
525,525,WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ
526,526,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts
527,527,Yoshi's Island DS,DS,2006,Platform,Nintendo
528,528,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment
529,529,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment
530,530,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment
531,531,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ
532,532,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation
533,533,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive
534,534,Battlefield 3,PC,2011,Shooter,Electronic Arts
535,535,NBA Street,PS2,2001,Sports,Electronic Arts
536,536,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo
537,537,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo
538,538,Jak II,PS2,2003,Platform,Sony Computer Entertainment
539,539,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment
540,540,Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment
541,541,Tekken 6,PS3,2009,Fighting,Namco Bandai Games
542,542,The Sims,PS2,2003,Simulation,Electronic Arts
543,543,Sonic and the Secret Rings,Wii,2007,Platform,Sega
544,544,Saints Row: The Third,X360,2011,Action,THQ
545,545,Missile Command,2600,1980,Shooter,Atari
546,546,Mario Paint,SNES,1992,Misc,Nintendo
547,547,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft
548,548,Pokémon Stadium 2,N64,2000,Strategy,Nintendo
549,549,Metroid,NES,1986,Action,Nintendo
550,550,L.A. Noire,X360,2011,Adventure,Take-Two Interactive
551,551,Call of Duty 3,X360,2006,Shooter,Activision
552,552,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo
553,553,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive
554,554,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment
555,555,Mario Party,N64,1998,Misc,Nintendo
556,556,Madden NFL 12,X360,2011,Sports,Electronic Arts
557,557,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts
558,558,Madden NFL 11,X360,2010,Sports,Electronic Arts
559,559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo
560,560,Skate 3,X360,2010,Sports,Electronic Arts
561,561,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts
562,562,Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5
563,563,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts
564,564,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix
565,565,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment
566,566,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision
567,567,Guitar Hero: World Tour,X360,2008,Misc,Activision
568,568,Medal of Honor,PS,1998,Shooter,Electronic Arts
569,569,Fable,XB,2004,Role-Playing,Microsoft Game Studios
570,570,Hannah Montana,DS,2006,Action,Disney Interactive Studios
571,571,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft
572,572,Skylanders Giants,Wii,2012,Action,Activision
573,573,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts
574,574,Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo
575,575,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo
576,576,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts
577,577,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive
578,578,Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment
579,579,Halo Wars,X360,2009,Strategy,Microsoft Game Studios
580,580,God of War Collection,PS3,2009,Action,Sony Computer Entertainment
581,581,ESPN NFL 2K5,PS2,2004,Sports,Sega
582,582,Mario Strikers Charged,Wii,2007,Sports,Nintendo
583,583,Medal of Honor,X360,2010,Shooter,Electronic Arts
584,584,FIFA Soccer 10,X360,2009,Sports,Electronic Arts
585,585,NBA 2K12,X360,2011,Sports,Take-Two Interactive
586,586,Style Savvy,DS,2008,Simulation,Nintendo
587,587,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts
588,588,Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo
589,589,Streets of Rage,GEN,1990,Action,Sega
590,590,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts
591,591,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment
592,592,NBA Live 2005,PS2,2004,Sports,Electronic Arts
593,593,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment
594,594,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment
595,595,Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive
596,596,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom
597,597,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ
598,598,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment
599,599,Art Academy,DS,2010,Misc,Nintendo
600,600,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts
601,601,Madden NFL 08,PS2,2007,Sports,Electronic Arts
602,602,Sonic Adventure 2 Battle,GC,2001,Platform,Sega
603,603,Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation
604,604,Madden NFL 13,PS3,2012,Sports,Electronic Arts
605,605,Pokémon Colosseum,GC,2003,Role-Playing,Nintendo
606,606,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment
607,607,Madden NFL 09,X360,2008,Sports,Electronic Arts
608,608,Space Invaders,2600,2010,Shooter,Atari
609,609,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment
610,610,Perfect Dark,N64,2000,Action,Nintendo
611,611,Game Party,Wii,2007,Misc,Midway Games
612,612,Dragon Warrior,NES,1986,Role-Playing,Capcom
613,613,Tomb Raider (2013),PS3,2013,Action,Square Enix
614,614,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision
615,615,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment
616,616,Mario Party 2,N64,1999,Misc,Nintendo
617,617,Saints Row: The Third,PS3,2011,Action,THQ
618,618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive
619,619,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment
620,620,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games
621,621,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment
622,622,Pure,X360,2008,Racing,Disney Interactive Studios
623,623,Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive
624,624,NBA 2K13,PS3,2012,Sports,Take-Two Interactive
625,625,Rock Band,X360,2012,Misc,Electronic Arts
626,626,NBA 2K14,X360,2013,Sports,Take-Two Interactive
627,627,Mario Party 4,GC,2002,Misc,Nintendo
628,628,uDraw Studio,Wii,2010,Misc,THQ
629,629,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive
630,630,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft
631,631,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft
632,632,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment
633,633,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios
634,634,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts
635,635,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts
636,636,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb
637,637,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft
638,638,Sonic Adventure,DC,1998,Platform,Sega
639,639,Ice Hockey,NES,1988,Sports,Nintendo
640,640,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment
641,641,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari
642,642,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment
643,643,Dino Crisis,PS,1998,Action,Capcom
644,644,Minecraft,XOne,2014,Misc,Microsoft Game Studios
645,645,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts
646,646,Madden NFL 16,XOne,2015,Sports,Electronic Arts
647,647,Tetris Plus,PS,1996,Puzzle,JVC
648,648,Pro Wrestling,NES,1987,Fighting,Nintendo
649,649,Theme Hospital,PC,1997,Strategy,Electronic Arts
650,650,Frogger's Adventures: Temple of the Frog,GBA,2012,Adventure,Konami Digital Entertainment
651,651,Need for Speed (2015),PS4,2015,Racing,Electronic Arts
652,652,Zumba Fitness,X360,2010,Sports,505 Games
653,653,LEGO Indiana Jones: The Original Adventures,Wii,2009,Action,LucasArts
654,654,Monopoly,PC,1994,Misc,Hasbro Interactive
655,655,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment
656,656,Dead Island,X360,2011,Action,Deep Silver
657,657,Guitar Hero,PS2,2005,Misc,RedOctane
658,658,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts
659,659,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios
660,660,WCW/nWo Revenge,N64,1998,Fighting,THQ
661,661,Bloodborne,PS4,2015,Action,Sony Computer Entertainment
662,662,NBA 2K15,PS4,2014,Sports,Take-Two Interactive
663,663,Madden NFL 11,PS3,2010,Sports,Electronic Arts
664,664,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment
665,665,Madden NFL 08,X360,2007,Sports,Electronic Arts
666,666,Half-Life 2,PC,2004,Shooter,Vivendi Games
667,667,The Incredibles,PS2,2004,Action,THQ
668,668,Tony Hawk's Underground 2,PS2,2004,Sports,Activision
669,669,Madden NFL 10,PS3,2009,Sports,Electronic Arts
670,670,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios
671,671,Kirby's Dream Land 2,GB,1995,Platform,Nintendo
672,672,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment
673,673,Donkey Kong Land II,GB,1996,Platform,Nintendo
674,674,Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive
675,675,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive
676,676,Skylanders SWAP Force,Wii,2013,Platform,Activision
677,677,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ
678,678,My Fitness Coach,Wii,2008,Sports,Ubisoft
679,679,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom
680,680,The Sims 3,X360,2010,Simulation,Electronic Arts
681,681,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo
682,682,NBA 2K16,XOne,2015,Sports,Take-Two Interactive
683,683,Just Dance Kids,Wii,2010,Misc,Ubisoft
684,684,Mario Tennis,N64,2000,Sports,Nintendo
685,685,Grand Theft Auto,PS,1997,Action,Take-Two Interactive
686,686,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts
687,687,WarioWare Touched!,DS,2004,Puzzle,Nintendo
688,688,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts
689,689,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft
690,690,Cool Boarders 3,PS,1998,Sports,989 Studios
691,691,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment
692,692,Guild Wars 2,PC,2012,Action,NCSoft
693,693,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo
694,694,Dead Island,PS3,2011,Action,Deep Silver
695,695,Tomb Raider II,PC,1997,Action,Eidos Interactive
696,696,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment
697,697,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts
698,698,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment
699,699,Just Dance 2015,Wii,2014,Misc,Ubisoft
700,700,Yokai Watch Busters,3DS,2015,Action,Level 5
701,701,Mario Bros.,NES,1983,Platform,Nintendo
702,702,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts
703,703,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts
704,704,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive
705,705,TOCA Touring Car Championship,PS,1997,Racing,Codemasters
706,706,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo
707,707,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega
708,708,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega
709,709,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo
710,710,Wario Land 4,GBA,2001,Platform,Nintendo
711,711,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision
712,712,Call of Duty 3,Wii,2006,Shooter,Activision
713,713,Resident Evil 4,Wii,2007,Action,Capcom
714,714,Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe
715,715,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom
716,716,Cool Boarders 2,PS,1997,Sports,UEP Systems
717,717,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo
718,718,Madden NFL 12,PS3,2011,Sports,Electronic Arts
719,719,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo
720,720,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix
721,721,Sonic Advance,GBA,2001,Platform,Sega
722,722,Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games
723,723,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment
724,724,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision
725,725,Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment
726,726,New Super Luigi U,WiiU,2013,Platform,Nintendo
727,727,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft
728,728,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment
729,729,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo
730,730,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts
731,731,BioShock 2,X360,2010,Shooter,Take-Two Interactive
732,732,Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft
733,733,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom
734,734,Rock Band 2,X360,2008,Misc,Electronic Arts
735,735,Frogger,2600,1981,Action,Parker Bros.
736,736,Guitar Hero II,X360,2007,Misc,Activision
737,737,Wario Land 3,GB,2000,Platform,Nintendo
738,738,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games
739,739,Sonic Unleashed,Wii,2008,Platform,Sega
740,740,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios
741,741,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment
742,742,Saints Row,X360,2006,Action,THQ
743,743,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision
744,744,Kirby's Pinball Land,GB,1992,Misc,Nintendo
745,745,Donkey Kong Country,GB,2000,Platform,Nintendo
746,746,Hitman: Absolution,PS3,2012,Action,Square Enix
747,747,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment
748,748,ATV Offroad Fury 2,PS2,2002,Racing,THQ
749,749,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios
750,750,Madden NFL 25,X360,2013,Sports,Electronic Arts
751,751,Pokemon Ranger,DS,2006,Role-Playing,Nintendo
752,752,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo
753,753,Final Fantasy XIII,X360,2010,Role-Playing,Square Enix
754,754,Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo
755,755,Tennis,NES,1984,Sports,Nintendo
756,756,The Sims: House Party,PC,2001,Simulation,Electronic Arts
757,757,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft
758,758,Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment
759,759,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft
760,760,Volleyball,NES,1987,Sports,Nintendo
761,761,FIFA 15,XOne,2014,Sports,Electronic Arts
762,762,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision
763,763,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo
764,764,Mahjong,NES,1983,Misc,Nintendo
765,765,R.C. Pro-Am,NES,1988,Racing,Nintendo
766,766,SimCity 2000,PC,1992,Simulation,Maxis
767,767,Demon Attack,2600,1981,Shooter,Imagic
768,768,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment
769,769,Tetris DS,DS,2006,Puzzle,Nintendo
770,770,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft
771,771,Far Cry: Primal,PS4,2016,Action,Ubisoft
772,772,Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios
773,773,Final Fantasy III,DS,2006,Role-Playing,Square Enix
774,774,Kirby's Epic Yarn,Wii,2010,Platform,Nintendo
775,775,Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios
776,776,Golf,GB,1989,Sports,Nintendo
777,777,NBA 2K12,PS3,2011,Sports,Take-Two Interactive
778,778,Borderlands,PS3,2009,Shooter,Take-Two Interactive
779,779,Tony Hawk's Pro Skater,N64,2000,Sports,Activision
780,780,PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment
781,781,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts
782,782,Mario Sports Mix,Wii,2010,Sports,Nintendo
783,783,Rock Band,Wii,2015,Misc,MTV Games
784,784,Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei
785,785,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment
786,786,Parasite Eve,PS,1998,Role-Playing,SquareSoft
787,787,Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,THQ
788,788,Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios
789,789,Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts
790,790,Portal 2,X360,2011,Shooter,Valve Software
791,791,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom
792,792,Derby Stallion,PS,1997,Sports,ASCII Entertainment
793,793,Dead Rising,X360,2006,Action,Capcom
794,794,Finding Nemo,PS2,2003,Action,THQ
795,795,NBA 2K11,X360,2010,Action,Take-Two Interactive
796,796,Wipeout: The Game,Wii,2009,Misc,Mindscape
797,797,The Sims 2: Pets,DS,2006,Simulation,Electronic Arts
798,798,Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts
799,799,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment
800,800,World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision
801,801,Tetris Worlds,PS2,2002,Puzzle,THQ
802,802,Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts
803,803,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment
804,804,Mario Party 5,GC,2003,Misc,Nintendo
805,805,Ghostbusters: The Video Game (DS Version),PS3,2010,Action,Take-Two Interactive
806,806,Sim Theme Park,PC,1998,Strategy,Electronic Arts
807,807,Warcraft: Orcs & Humans,PC,1994,Strategy,Activision
808,808,Skate 3,PS3,2010,Sports,Electronic Arts
809,809,Spec Ops: Airborne Commando,PS,2002,Shooter,Take-Two Interactive
810,810,Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix
811,811,UFC 2009 Undisputed,X360,2009,Fighting,THQ
812,812,Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games
813,813,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment
814,814,Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts
815,815,The Sims 3,PS3,2010,Simulation,Electronic Arts
816,816,Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft
817,817,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,Nintendo
818,818,The Incredibles,GBA,2004,Action,THQ
819,819,R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games
820,820,SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games
821,821,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo
822,822,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts
823,823,Carnival Games,DS,2008,Misc,Take-Two Interactive
824,824,NBA 2K14,PS3,2013,Sports,Take-Two Interactive
825,825,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo
826,826,Sonic Mega Collection,GC,2002,Misc,Infogrames
827,827,Diablo III,PS3,2013,Role-Playing,Activision
828,828,NBA Jam,GEN,1992,Sports,Arena Entertainment
829,829,PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios
830,830,Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix
831,831,Dance Central 2,X360,2011,Misc,Microsoft Game Studios
832,832,Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft
833,833,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment
834,834,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft
835,835,Donkey Kong Country,GBA,2003,Platform,Nintendo
836,836,Need for Speed: The Run,PS3,2011,Action,Electronic Arts
837,837,Madden NFL 15,PS4,2014,Sports,Electronic Arts
838,838,1080°: TenEighty Snowboarding,N64,1998,Sports,Nintendo
839,839,Just Dance 3,X360,2011,Misc,Ubisoft
840,840,NBA Live 2004,PS2,2003,Sports,Electronic Arts
841,841,Dead Space,PS3,2008,Action,Electronic Arts
842,842,Call of Duty 2,X360,2005,Shooter,Activision
843,843,Madden NFL 15,X360,2014,Sports,Electronic Arts
844,844,Forza Horizon,X360,2012,Racing,Microsoft Game Studios
845,845,TouchMaster,DS,2007,Puzzle,Midway Games
846,846,Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft
847,847,LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment
848,848,Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo
849,849,DriveClub,PS4,2014,Racing,Sony Computer Entertainment
850,850,Super Street Fighter II,SNES,1993,Fighting,Nintendo
851,851,Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games
852,852,Tenchu: Stealth Assassins,PS,1997,Action,Activision
853,853,Tennis,GB,1989,Sports,Nintendo
854,854,Harry Potter and the Chamber of Secrets,GBA,2002,Action,Electronic Arts
855,855,Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts
856,856,SimCity,SNES,1991,Simulation,Nintendo
857,857,Battlefield 4,XOne,2013,Shooter,Electronic Arts
858,858,Resident Evil 6,X360,2012,Shooter,Capcom
859,859,Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts
860,860,Sonic Classic Collection,DS,2010,Platform,Sega
861,861,Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive
862,862,Call of Duty: World at War,Wii,2008,Shooter,Activision
863,863,Devil May Cry 2,PS2,2003,Action,Capcom
864,864,Burnout Paradise,PS3,2008,Racing,Electronic Arts
865,865,E.T.: The Extra Terrestrial,2600,1981,Action,Atari
866,866,BioShock Infinite,X360,2013,Shooter,Take-Two Interactive
867,867,Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment
868,868,Rad Racer,NES,1986,Racing,Nintendo
869,869,Soccer,NES,1985,Sports,Nintendo
870,870,Kirby Squeak Squad,DS,2006,Platform,Nintendo
871,871,Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft
872,872,Destiny,X360,2014,Shooter,Activision
873,873,Crash Nitro Kart,PS2,2003,Racing,Vivendi Games
874,874,Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive
875,875,Star Wars: Dark Forces,PC,1994,Shooter,LucasArts
